Year,HeadacheType,Country,StateProvince,AgeRangeLower,AgeRangeUpper,Ethnicity,Gender,Race,AffectedCount,AffectedMarginOfError,SoughtHelpCount,Source
2016,Severe Headache/Migraine,United States,N/A,55,55,Not Hispanic/Spanish origin,Female,White only,210,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Not Hispanic/Spanish origin,Male,AIAN only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Not Hispanic/Spanish origin,Male,Asian only,13,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Not Hispanic/Spanish origin,Male,Black/African American only,25,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Not Hispanic/Spanish origin,Male,Multiple race,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Not Hispanic/Spanish origin,Male,White only,202,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Other Spanish,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Other Spanish,Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,55,55,Puerto Rico,Female,White only,6,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Central or South American,Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Central or South American,Female,White only,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Central or South American,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Central or South American,Male,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Cuban/Cuban American,Female,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Cuban/Cuban American,Male,Asian only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Cuban/Cuban American,Male,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Dominican (Republic),Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Dominican (Republic),Male,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Mexican,Female,White only,10,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Mexican,Male,Asian only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Mexican,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Mexican,Male,White only,8,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Mexican-American,Female,White only,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Mexican-American,Male,White only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Female,AIAN only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Female,Asian only,11,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Female,Black/African American only,37,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Female,Multiple race,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Female,White only,230,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,Asian only,6,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,Black/African American only,25,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,Multiple race,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,White only,210,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Other Spanish,Female,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Other Spanish,Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Puerto Rico,Female,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,56,56,Puerto Rico,Male,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Central or South American,Female,White only,5,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Central or South American,Male,White only,5,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Cuban/Cuban American,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Dominican (Republic),Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican,Female,White only,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican,Male,White only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Female,White only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Male,White only,5,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Multiple Hispanic,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,Asian only,14,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,Black/African American only,44,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,Multiple race,6,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,White only,223,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,AIAN only,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Asian only,5,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Black/African American only,30,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Multiple race,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Race group not releasable (See file layout),1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,White only,231,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Other Spanish,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Other Spanish,Male,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Puerto Rico,Female,Black/African American only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Puerto Rico,Female,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,57,57,Puerto Rico,Male,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Male,White only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Cuban/Cuban American,Female,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Cuban/Cuban American,Male,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Dominican (Republic),Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Dominican (Republic),Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Dominican (Republic),Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Female,White only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Male,White only,8,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Mexican-American,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Mexican-American,Female,White only,5,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Mexican-American,Male,White only,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Asian only,10,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Black/African American only,39,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Multiple race,9,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Race group not releasable (See file layout),1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,White only,234,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,Asian only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,Black/African American only,30,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,Multiple race,4,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,White only,200,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Other Spanish,Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,58,58,Puerto Rico,Female,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Central or South American,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Central or South American,Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Cuban/Cuban American,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Cuban/Cuban American,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Cuban/Cuban American,Male,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Dominican (Republic),Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Dominican (Republic),Male,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Mexican,Female,White only,9,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Mexican,Male,White only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Female,Asian only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Female,White only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Male,White only,3,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,AIAN only,2,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Asian only,10,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Black/African American only,36,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Multiple race,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Race group not releasable (See file layout),1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,White only,243,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,AIAN only,7,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,Asian only,11,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,Black/African American only,30,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,Multiple race,8,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,White only,214,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Other Latin American,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Other Latin American,Male,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Other Spanish,Female,White only,1,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
2016,Severe Headache/Migraine,United States,N/A,59,59,Puerto Rico,Female,White only,5,-1,-1,"National Health Interview Survey, 2016, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2016_data_release.htm"
